Product Name,Product Code,Product Price,Product Link
شامپو حاوی هیالورونیک اسید مناسب موهای خشک و آسیب دیده آدرا,32869,"۱۰۸,۶۷۵ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%AD%D8%A7%D9%88%DB%8C-%D9%87%DB%8C%D8%A7%D9%84%D9%88%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%85%D9%88%D9%87%D8%A7%DB%8C-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87
ویال رشد مو و ضد ریزش سه عددی بیوتی سیلک,32863,"۵۵۵,۳۰۰ تومان",https://rojashop.com/shop/hair/%D9%88%DB%8C%D8%A7%D9%84-%D8%B1%D8%B4%D8%AF-%D9%85%D9%88-%D9%88-%D8%B6%D8%AF-%D8%B1%DB%8C%D8%B2%D8%B4
ماسک داخل حمام مناسب موی خشک و آسیب دیده اسکالپیا,32822,"۵۵,۴۴۰ تومان",https://rojashop.com/shop/hair/%D9%85%D8%A7%D8%B3%DA%A9-%D8%AF%D8%A7%D8%AE%D9%84-%D8%AD%D9%85%D8%A7%D9%85-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%85%D9%88%DB%8C-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87
مسواک باطری خور سونیک پاور پرو اینتردنتال نرم تریزا,32570,"۵۴۵,۹۰۰ تومان",https://rojashop.com/shop/electronic-appliances/%D9%85%D8%B3%D9%88%D8%A7%DA%A9-%D8%A8%D8%A7%D8%B7%D8%B1%DB%8C-%D8%AF%D8%A7%D8%B1-%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%BE%D8%A7%D9%88%D8%B1-%D9%BE%D8%B1%D9%88-%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D8%AF%D9%86%D8%AA%D8%A7%D9%84-%D9%86%D8%B1%D9%85
شامپو ضد شوره اکوینرژی ژاک آندرل,32631,"۱۶۵,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%B6%D8%AF-%D8%B4%D9%88%D8%B1%D9%87-%D8%A7%DA%A9%D9%88%DB%8C%D9%86%D8%B1%DA%98%DB%8C-1
رژلب مات دوسه,21211,"از ۳۶۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DA%98%D9%84%D8%A8-%D9%85%D8%A7%D8%AA
کرم مرطوب کننده کلاژن پوست خشک کاسمکولوژی,32843,"۱۱۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%A9%D9%84%D8%A7%DA%98%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9
اسپری گره باز کن مو ویتاپلکس,32865,"۹۸,۵۰۰ تومان",https://rojashop.com/shop/hair/%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C-%DA%AF%D8%B1%D9%87-%D8%A8%D8%A7%D8%B2-%DA%A9%D9%86-%D9%85%D9%88
صابون چای سبز و لیمو مناسب پوست چرب و مستعد آکنه کاسمکولوژی,32682,"۳۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%DA%86%D8%A7%DB%8C-%D8%B3%D8%A8%D8%B2-%D9%88-%D9%84%DB%8C%D9%85%D9%88-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8-%D9%88-%D9%85%D8%B3%D8%AA%D8%B9%D8%AF-%D8%A2%DA%A9%D9%86%D9%87
صابون روشن کننده لوندر و ختمی مناسب انواع پوست کاسمکولوژی,32685,"۳۴,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%84%D9%88%D9%86%D8%AF%D8%B1-%D9%88-%D8%AE%D8%AA%D9%85%DB%8C-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA
شامپو کراتینه موهای رنگ شده حاوی عصاره انار کاسمکولوژی,32702,"۷۵,۲۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%DA%A9%D8%B1%D8%A7%D8%AA%DB%8C%D9%86%D9%87-%D9%85%D9%88%D9%87%D8%A7%DB%8C-%D8%B1%D9%86%DA%AF-%D8%B4%D8%AF%D9%87-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B9%D8%B5%D8%A7%D8%B1%D9%87-%D8%A7%D9%86%D8%A7%D8%B1
شامپو حاوی روغن آرگان موهای خشک و آسیب دیده آدرا,32920,"۵۱,۷۴۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B1%D9%88%D8%BA%D9%86-%D8%A2%D8%B1%DA%AF%D8%A7%D9%86-%D9%85%D9%88%D9%87%D8%A7%DB%8C-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87
فوم شستشو صورت پوست چرب یونی لد,32936,"۶۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
ژل لایه بردار صورت مناسب انواع پوست حتی حساس یونی لد,32945,"۶۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D9%84%D8%A7%DB%8C%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AD%D8%AA%DB%8C-%D8%AD%D8%B3%D8%A7%D8%B3
پد الکلی 100 عددی یونی مد,32990,"۶۸,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%BE%D8%AF-%D8%A7%D9%84%DA%A9%D9%84%DB%8C-100-%D8%B9%D8%AF%D8%AF%DB%8C
دئودورانت و ضد تعریق بانوان مناسب لباس مشکی و رنگی آی پلاس,32818,"۷۴,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%A6%D9%88%D8%AF%D9%88%D8%B1%D8%A7%D9%86%D8%AA-%D9%88-%D8%B6%D8%AF-%D8%AA%D8%B9%D8%B1%DB%8C%D9%82-%D8%A8%D8%A7%D9%86%D9%88%D8%A7%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%84%D8%A8%D8%A7%D8%B3-%D9%85%D8%B4%DA%A9%DB%8C-%D9%88-%D8%B1%D9%86%DA%AF%DB%8C
دئودورانت و ضد تعریق 48 ساعته آقایان آی پلاس,32821,"۷۴,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%A6%D9%88%D8%AF%D9%88%D8%B1%D8%A7%D9%86%D8%AA-%D9%88-%D8%B6%D8%AF-%D8%AA%D8%B9%D8%B1%DB%8C%D9%82-48-%D8%B3%D8%A7%D8%B9%D8%AA%D9%87-%D8%A2%D9%82%D8%A7%DB%8C%D8%A7%D9%86
دستمال مرطوب پاک کننده آرایش Q10 پوست حساس دافی,32835,"۳۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-q10-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AD%D8%B3%D8%A7%D8%B3
کرم مرطوب کننده کلاژن پوست نرمال کاسمکولوژی,32844,"۱۵۴,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%A9%D9%84%D8%A7%DA%98%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%D9%86%D8%B1%D9%85%D8%A7%D9%84
دستمال مرطوب پاک کننده بهداشتی ناحیه پرینال آقایان یونی مد,32959,"۲۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D9%86%D8%A7%D8%AD%DB%8C%D9%87-%D9%BE%D8%B1%DB%8C%D9%86%D8%A7%D9%84-%D8%A2%D9%82%D8%A7%DB%8C%D8%A7%D9%86
کرم ژل متعادل کننده چربی آنژسل,33013,"۳۴۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D9%85%D8%AA%D8%B9%D8%A7%D8%AF%D9%84-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%86%D8%B1%D8%A8%DB%8C
ادو پرفیوم مردانه لیتون پرفیوم دو مارلی,12459,"از ۸,۰۵۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D9%84%DB%8C%D8%AA%D9%88%D9%86
صابون مرطوب کننده آلوئه ورا مناسب انواع پوست کاسمکولوژی,32680,"۳۴,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D9%84%D9%88%D8%A6%D9%87-%D9%88%D8%B1%D8%A7-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA
صابون گلیسیرینه جوانه گندم و ویتامین E کاسمکولوژی,32692,"۴۲,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%DA%AF%D9%84%DB%8C%D8%B3%DB%8C%D8%B1%DB%8C%D9%86%D9%87-%D8%AC%D9%88%D8%A7%D9%86%D9%87-%DA%AF%D9%86%D8%AF%D9%85-%D9%88-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-e
کرم ژل ضدچروک آنژسل,33001,"۳۱۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D8%B6%D8%AF%DA%86%D8%B1%D9%88%DA%A9
مداد لب کاپریس,6240,"از ۹۳,۶۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%85%D8%AF%D8%A7%D8%AF-%D9%84%D8%A8-25
مسواک پرو اینتردنتال متوسط با محافظ تریزا,32560,"۱۳۹,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%B3%D9%88%D8%A7%DA%A9-%D9%BE%D8%B1%D9%88-%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D8%AF%D9%86%D8%AA%D8%A7%D9%84-%D9%85%D8%AA%D9%88%D8%B3%D8%B7-%D8%A8%D8%A7-%D9%85%D8%AD%D8%A7%D9%81%D8%B8
مداد ابرو پیچی 24 ساعته دبورا,14552,"از ۲۵۴,۸۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%85%D8%AF%D8%A7%D8%AF-%D8%A7%D8%A8%D8%B1%D9%88-%D9%BE%DB%8C%DA%86%DB%8C-24-%D8%B3%D8%A7%D8%B9%D8%AA%D9%87
کرم پودر مایع ابسولو اورلن,25295,"از ۱,۲۵۴,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%B1%D9%85-%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%DB%8C%D8%B9-%D8%A7%D8%A8%D8%B3%D9%88%D9%84%D9%88
کرم نرم کننده و ترمیم کننده قوی پا 3 در 1 کاسمکولوژی,32845,"۸۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%86%D8%B1%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%AA%D8%B1%D9%85%DB%8C%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%82%D9%88%DB%8C-%D9%BE%D8%A7-3-%D8%AF%D8%B1-1
فوم بهداشتی روزانه بانوان یونی لد,32938,"۶۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%A8%D8%A7%D9%86%D9%88%D8%A7%D9%86
ژل کرم آبرسان آنژسل,32999,"۳۶۲,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86
کرم ژل روشن کننده و ضدلک آنژسل,33002,"۲۲۳,۸۴۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%B6%D8%AF%D9%84%DA%A9
مسواک پرو اینتردنتال نرم با محافظ تریزا,32559,"۱۳۹,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%B3%D9%88%D8%A7%DA%A9-%D9%BE%D8%B1%D9%88-%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D8%AF%D9%86%D8%AA%D8%A7%D9%84-%D9%86%D8%B1%D9%85-%D8%A8%D8%A7-%D9%85%D8%AD%D8%A7%D9%81%D8%B8
صابون بابونه و کالاندولا مناسب پوست خشک و حساس کاسمکولوژی,32684,"۳۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%A8%D8%A7%D8%A8%D9%88%D9%86%D9%87-%D9%88-%DA%A9%D8%A7%D9%84%D8%A7%D9%86%D8%AF%D9%88%D9%84%D8%A7-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
دئودورانت و ضد تعریق آقایان با رایحه انرژی بخش آی پلاس,32820,"۸۳,۳۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%A6%D9%88%D8%AF%D9%88%D8%B1%D8%A7%D9%86%D8%AA-%D9%88-%D8%B6%D8%AF-%D8%AA%D8%B9%D8%B1%DB%8C%D9%82-%D8%A2%D9%82%D8%A7%DB%8C%D8%A7%D9%86-%D8%A8%D8%A7-%D8%B1%D8%A7%DB%8C%D8%AD%D9%87-%D8%A7%D9%86%D8%B1%DA%98%DB%8C-%D8%A8%D8%AE%D8%B4
مداد طراحی ابرو آرت دکو,4394,"از ۲۴۳,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%85%D8%AF%D8%A7%D8%AF-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D8%A8%D8%B1%D9%88-1
دستمال مرطوب پاک کننده آرایش پوست نرمال 20 برگی یونی لد,32917,"۲۳,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%BE%D9%88%D8%B3%D8%AA-%D9%86%D8%B1%D9%85%D8%A7%D9%84
شامپو ضد ریزش حاوی کافئین و عسل آدرا,32919,"۷۹,۶۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%B6%D8%AF-%D8%B1%DB%8C%D8%B2%D8%B4-%D8%AD%D8%A7%D9%88%DB%8C-%DA%A9%D8%A7%D9%81%D8%A6%DB%8C%D9%86-%D9%88-%D8%B9%D8%B3%D9%84
دستمال مرطوب و پاک کننده دست آنتی باکتریال 72 برگی یونی لد,32925,"۴۳,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%88-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%AF%D8%B3%D8%AA-%D8%A2%D9%86%D8%AA%DB%8C-%D8%A8%D8%A7%DA%A9%D8%AA%D8%B1%DB%8C%D8%A7%D9%84-72-%D8%A8%D8%B1%DA%AF%DB%8C
صابون آواکادو و زیتون مناسب انواع پوست کاسمکولوژی,32681,"۳۸,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%A2%D9%88%D8%A7%DA%A9%D8%A7%D8%AF%D9%88-%D9%88-%D8%B2%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA
صابون روغن بادام و آرگان مناسب پوست خشک کاسمکولوژی,32686,"۳۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%A8%D8%A7%D8%AF%D8%A7%D9%85-%D9%88-%D8%A2%D8%B1%DA%AF%D8%A7%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9
دستمال مرطوب و پاک کننده دست آنتی باکتریال 12 برگی یونی لد,32923,"۸,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%88-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%AF%D8%B3%D8%AA-%D8%A2%D9%86%D8%AA%DB%8C-%D8%A8%D8%A7%DA%A9%D8%AA%D8%B1%DB%8C%D8%A7%D9%84-12-%D8%A8%D8%B1%DA%AF%DB%8C
ژل شستشوی صورت پوست چرب یونی لد,32941,"۵۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8-1
شیر پاک کن مناسب پوست چرب یونی لد,32949,"۴۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B4%DB%8C%D8%B1-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
محلول ضد عفونی کننده دست و سطح پوست یونی مد,32991,"۳۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%AD%D9%84%D9%88%D9%84-%D8%B6%D8%AF-%D8%B9%D9%81%D9%88%D9%86%DB%8C-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%B3%D8%B7%D8%AD-%D9%BE%D9%88%D8%B3%D8%AA
کانسیلر استیکی روبی سان,25768,"از ۱۵۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%DA%A9%D8%A7%D9%86%D8%B3%DB%8C%D9%84%D8%B1-%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9%DB%8C-37
کرم فوم پاک کننده کامفورت کلین 130 میل دکتر ژیلا,25476,"۵۹,۱۳۶ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%81%D9%88%D9%85-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%A9%D8%A7%D9%85%D9%81%D9%88%D8%B1%D8%AA-%DA%A9%D9%84%DB%8C%D9%86
گوش پاک کن 100 عددی یونی لد,32928,"۱۸,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%AF%D9%88%D8%B4-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86-100-%D8%B9%D8%AF%D8%AF%DB%8C
فوم بهداشتی بانوان مناسب پوست حساس یونی لد,32939,"۵۵,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%A8%D8%A7%D9%86%D9%88%D8%A7%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AD%D8%B3%D8%A7%D8%B3
ژل شستشوی صورت پوست معمولی تا مختلط یونی لد,32940,"۵۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%D9%85%D8%B9%D9%85%D9%88%D9%84%DB%8C-%D8%AA%D8%A7-%D9%85%D8%AE%D8%AA%D9%84%D8%B7
ژل شستشوی صورت پوست خشک و حساس یونی لد,32942,"۵۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3-4
شیر پاک کن مناسب پوست معمولی تا مختلط یونی لد,32947,"۴۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B4%DB%8C%D8%B1-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D9%85%D8%B9%D9%85%D9%88%D9%84%DB%8C-%D8%AA%D8%A7-%D9%85%D8%AE%D8%AA%D9%84%D8%B7
کرم ژل تغذیه کننده آنژسل,33000,"۲۱۷,۰۸۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D8%AA%D8%BA%D8%B0%DB%8C%D9%87-%DA%A9%D9%86%D9%86%D8%AF%D9%87
کرم ژل محافظ روز آنژسل,33014,"۳۳۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%DA%98%D9%84-%D9%85%D8%AD%D8%A7%D9%81%D8%B8-%D8%B1%D9%88%D8%B2
ادو پرفیوم مردانه جرنی آمواژ,858,"از ۱۱,۲۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D8%AC%D8%B1%D9%86%DB%8C
دستمال مرطوب و معطر دست و صورت حاوی آلوئه ورا 12 برگی یونی لد,32924,"۸,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%88-%D9%85%D8%B9%D8%B7%D8%B1-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D8%AD%D8%A7%D9%88%DB%8C-%D8%A2%D9%84%D9%88%D8%A6%D9%87-%D9%88%D8%B1%D8%A7-12-%D8%A8%D8%B1%DA%AF%DB%8C
پد دو طرفه پاک کننده آرایش 80 عددی یونی لد,32931,"۴۸,۵۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%BE%D8%AF-%D8%AF%D9%88-%D8%B7%D8%B1%D9%81%D9%87-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-80-%D8%B9%D8%AF%D8%AF%DB%8C
فوم شستشو صورت پوست معمولی و مختلط یونی لد,32935,"۶۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%D9%85%D8%B9%D9%85%D9%88%D9%84%DB%8C-%D9%88-%D9%85%D8%AE%D8%AA%D9%84%D8%B7
محلول پاک کننده آرایش پوست خشک و حساس یونی لد,32995,"۵۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%AD%D9%84%D9%88%D9%84-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
لوسیون مرطوب کننده بدن اریکه,33053,"۳۵۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%84%D9%88%D8%B3%DB%8C%D9%88%D9%86-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A8%D8%AF%D9%86
ادو پرفیوم جی تی سی کاماندانته زرجوف,14038,"از ۱۲,۷۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D8%AC%DB%8C-%D8%AA%DB%8C-%D8%B3%DB%8C-%DA%A9%D8%A7%D9%85%D8%A7%D9%86%D8%AF%D8%A7%D9%86%D8%AA%D9%87
دستمال مرطوب پاک کننده آرایش پوست چرب 20 برگی یونی لد,32918,"۲۳,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
